asset_id;asset_type;feeder_id;ilce;yas_2025;ariza_sayisi_5yil;agac_yogunlugu_skoru;kiyi_mesafesi_km;yuklenme_orani;fider_abone_sayisi;fider_kritik_musteri;toplam_kayip_kWh;Kirilganlik_Puan;Etki_Puan;Risk_Skoru;Risk_Kategorisi
MRS-F-058-D0096;DIREK;MRS-F-058;Tarsus;47,0;1;0,79;14;41,6%;896;0;619,3;56,54;2,18;1,23;Dü?ük
MRS-F-069-D0241;DIREK;MRS-F-069;Camliyayla;5,0;0;0,4;32;51,7%;1778;0;0;20,33;6,07;1,23;Dü?ük
MRS-F-069-D0031;DIREK;MRS-F-069;Camliyayla;6,0;0;0,34;32;51,7%;1778;0;0;20,32;6,07;1,23;Dü?ük
MRS-F-058-D0260;DIREK;MRS-F-058;Tarsus;29,0;1;0,7;14;41,6%;896;0;2172,6;44,92;2,74;1,23;Dü?ük
MRS-F-045-D0065;DIREK;MRS-F-045;Mezitli;27,0;1;0,33;1;39,0%;1004;0;1273,4;42,15;2,92;1,23;Dü?ük
MRS-F-058-D0140;DIREK;MRS-F-058;Tarsus;27,7;1;0,78;14;41,6%;896;0;2153,6;44,96;2,74;1,23;Dü?ük
MRS-F-098-D0132;DIREK;MRS-F-098;Bozyazi;27,7;1;0,94;2;38,3%;914;0;1390,5;48,30;2,55;1,23;Dü?ük
MRS-F-045-D0217;DIREK;MRS-F-045;Mezitli;31,0;1;0,38;1;39,0%;1004;0;741,5;45,03;2,73;1,23;Dü?ük
MRS-F-111-D0078;DIREK;MRS-F-111;Mut;8,0;0;0,49;48;46,0%;1925;0;0;18,20;6,75;1,23;Dü?ük
MRS-F-111-D0166;DIREK;MRS-F-111;Mut;8,0;0;0,49;48;46,0%;1925;0;0;18,20;6,75;1,23;Dü?ük
MRS-F-111-T006;DAGITIM_TRAFOSU;MRS-F-111;Mut;8,0;0;0,49;48;46,0%;1925;0;0;18,20;6,75;1,23;Dü?ük
MRS-F-098-D0114;DIREK;MRS-F-098;Bozyazi;14,0;1;0,81;2;38,3%;914;0;3090,9;38,83;3,16;1,23;Dü?ük
MRS-F-080-D0090;DIREK;MRS-F-080;Silifke;34,0;0;0,12;3;40,3%;1167;0;0;38,10;3,22;1,23;Dü?ük
MRS-F-060-D0053;DIREK;MRS-F-060;Tarsus;30,0;1;0,56;14;37,9%;859;0;2902,3;43,19;2,84;1,23;Dü?ük
MRS-F-098-D0172;DIREK;MRS-F-098;Bozyazi;21,0;1;0,86;2;38,3%;914;0;2133,5;43,50;2,81;1,22;Dü?ük
MRS-F-045-D0169;DIREK;MRS-F-045;Mezitli;30,0;1;0,43;1;39,0%;1004;0;726,3;44,94;2,72;1,22;Dü?ük
MRS-F-111-D0313;DIREK;MRS-F-111;Mut;8,0;0;0,48;48;46,0%;1925;0;0;18,10;6,75;1,22;Dü?ük
MRS-F-098-D0263;DIREK;MRS-F-098;Bozyazi;12,0;1;0,81;2;38,3%;914;0;3325,8;37,64;3,25;1,22;Dü?ük
MRS-F-080-D0021;DIREK;MRS-F-080;Silifke;29,0;0;0,4;3;40,3%;1167;0;0;37,93;3,22;1,22;Dü?ük
MRS-F-058-D0075;DIREK;MRS-F-058;Tarsus;18,0;1;0,81;14;41,6%;896;0;3124;39,48;3,09;1,22;Dü?ük
MRS-F-058-D0046;DIREK;MRS-F-058;Tarsus;27,0;1;0,76;14;41,6%;896;0;2183,5;44,33;2,75;1,22;Dü?ük
MRS-F-080-D0040;DIREK;MRS-F-080;Silifke;29,0;0;0,39;3;40,3%;1167;0;0;37,83;3,22;1,22;Dü?ük
MRS-F-058-D0134;DIREK;MRS-F-058;Tarsus;16,0;2;0,79;14;41,6%;896;0;2220,3;44,09;2,76;1,22;Dü?ük
MRS-F-065-D0124;DIREK;MRS-F-065;Tarsus;25,0;0;0,61;14;40,6%;1214;0;0;35,39;3,44;1,22;Dü?ük
MRS-F-045-D0411;DIREK;MRS-F-045;Mezitli;32,0;1;0,41;1;39,0%;1004;0;513,6;45,93;2,65;1,22;Dü?ük
MRS-F-080-D0194;DIREK;MRS-F-080;Silifke;33,0;0;0,14;3;40,3%;1167;0;0;37,71;3,22;1,21;Dü?ük
MRS-F-098-D0006;DIREK;MRS-F-098;Bozyazi;29,0;1;0,63;2;38,3%;914;0;1652,5;45,96;2,64;1,21;Dü?ük
MRS-F-045-D0211;DIREK;MRS-F-045;Mezitli;47,0;0;0,45;1;39,0%;1004;0;0;49,26;2,46;1,21;Dü?ük
MRS-F-045-D0040;DIREK;MRS-F-045;Mezitli;47,0;0;0,45;1;39,0%;1004;0;0;49,26;2,46;1,21;Dü?ük
MRS-F-080-D0171;DIREK;MRS-F-080;Silifke;32,0;0;0,19;3;40,3%;1167;0;0;37,61;3,22;1,21;Dü?ük
MRS-F-098-D0060;DIREK;MRS-F-098;Bozyazi;34,0;1;0,71;2;38,3%;914;0;1085,7;49,73;2,43;1,21;Dü?ük
MRS-F-045-D0087;DIREK;MRS-F-045;Mezitli;47,0;0;0,44;1;39,0%;1004;0;0;49,16;2,46;1,21;Dü?ük
MRS-F-045-D0225;DIREK;MRS-F-045;Mezitli;47,0;0;0,44;1;39,0%;1004;0;0;49,16;2,46;1,21;Dü?ük
MRS-F-060-D0043;DIREK;MRS-F-060;Tarsus;37,0;1;0,35;14;37,9%;859;0;2447,5;45,26;2,67;1,21;Dü?ük
MRS-F-069-D0276;DIREK;MRS-F-069;Camliyayla;5,0;0;0,36;32;51,7%;1778;0;0;19,93;6,07;1,21;Dü?ük
MRS-F-111-D0299;DIREK;MRS-F-111;Mut;9,0;0;0,4;48;46,0%;1925;0;0;17,89;6,75;1,21;Dü?ük
MRS-F-058-D0009;DIREK;MRS-F-058;Tarsus;33,0;1;0,8;14;41,6%;896;0;1497,6;48,30;2,50;1,21;Dü?ük
MRS-F-045-D0289;DIREK;MRS-F-045;Mezitli;47,0;0;0,43;1;39,0%;1004;0;0;49,06;2,46;1,21;Dü?ük
MRS-F-045-D0439;DIREK;MRS-F-045;Mezitli;16,0;1;0,38;1;39,0%;1004;0;2426,9;36,10;3,34;1,21;Dü?ük
MRS-F-080-D0095;DIREK;MRS-F-080;Silifke;30,0;0;0,29;3;40,3%;1167;0;0;37,42;3,22;1,21;Dü?ük
MRS-F-065-D0122;DIREK;MRS-F-065;Tarsus;25,0;0;0,57;14;40,6%;1214;0;0;34,99;3,44;1,20;Dü?ük
MRS-F-080-D0140;DIREK;MRS-F-080;Silifke;30,0;0;0,27;3;40,3%;1167;0;0;37,22;3,22;1,20;Dü?ük
MRS-F-080-D0163;DIREK;MRS-F-080;Silifke;31,0;0;0,21;3;40,3%;1167;0;0;37,22;3,22;1,20;Dü?ük
MRS-F-045-D0037;DIREK;MRS-F-045;Mezitli;46,0;0;0,45;1;39,0%;1004;0;0;48,66;2,46;1,20;Dü?ük
MRS-F-058-D0266;DIREK;MRS-F-058;Tarsus;25,0;1;0,58;14;41,6%;896;0;2590,1;41,34;2,90;1,20;Dü?ük
MRS-F-098-D0189;DIREK;MRS-F-098;Bozyazi;24,0;1;0,78;2;38,3%;914;0;1793,7;44,48;2,69;1,20;Dü?ük
MRS-F-058-D0065;DIREK;MRS-F-058;Tarsus;33,0;1;0,84;14;41,6%;896;0;1374,2;48,70;2,46;1,20;Dü?ük
MRS-F-045-D0350;DIREK;MRS-F-045;Mezitli;30,0;1;0,43;1;39,0%;1004;0;551,9;44,94;2,66;1,20;Dü?ük
MRS-F-065-D0009;DIREK;MRS-F-065;Tarsus;23,0;0;0,66;14;40,6%;1214;0;0;34,70;3,44;1,19;Dü?ük
MRS-F-065-D0136;DIREK;MRS-F-065;Tarsus;26,0;0;0,48;14;40,6%;1214;0;0;34,69;3,44;1,19;Dü?ük
MRS-F-098-D0077;DIREK;MRS-F-098;Bozyazi;15,0;1;0,81;2;38,3%;914;0;2709,9;39,42;3,02;1,19;Dü?ük
MRS-F-045-D0218;DIREK;MRS-F-045;Mezitli;29,0;1;0,35;1;39,0%;1004;0;755;43,54;2,73;1,19;Dü?ük
MRS-F-065-D0012;DIREK;MRS-F-065;Tarsus;23,0;0;0,65;14;40,6%;1214;0;0;34,60;3,44;1,19;Dü?ük
MRS-F-045-D0445;DIREK;MRS-F-045;Mezitli;47,0;0;0,36;1;39,0%;1004;0;0;48,36;2,46;1,19;Dü?ük
MRS-F-045-D0326;DIREK;MRS-F-045;Mezitli;47,0;0;0,36;1;39,0%;1004;0;0;48,36;2,46;1,19;Dü?ük
MRS-F-045-D0005;DIREK;MRS-F-045;Mezitli;47,0;0;0,36;1;39,0%;1004;0;0;48,36;2,46;1,19;Dü?ük
MRS-F-111-D0160;DIREK;MRS-F-111;Mut;5,0;0;0,61;48;46,0%;1925;0;0;17,61;6,75;1,19;Dü?ük
MRS-F-080-D0164;DIREK;MRS-F-080;Silifke;30,0;0;0,24;3;40,3%;1167;0;0;36,92;3,22;1,19;Dü?ük
MRS-F-065-D0089;DIREK;MRS-F-065;Tarsus;24,0;0;0,58;14;40,6%;1214;0;0;34,50;3,44;1,19;Dü?ük
MRS-F-045-D0278;DIREK;MRS-F-045;Mezitli;47,0;0;0,34;1;39,0%;1004;0;0;48,16;2,46;1,18;Dü?ük
MRS-F-069-D0214;DIREK;MRS-F-069;Camliyayla;5,0;0;0,32;32;51,7%;1778;0;0;19,53;6,07;1,18;Dü?ük
MRS-F-098-D0119;DIREK;MRS-F-098;Bozyazi;39,0;1;0,64;2;38,3%;914;0;654,3;52,01;2,28;1,18;Dü?ük
MRS-F-111-D0245;DIREK;MRS-F-111;Mut;7,0;0;0,48;48;46,0%;1925;0;0;17,50;6,75;1,18;Dü?ük
MRS-F-045-D0073;DIREK;MRS-F-045;Mezitli;35,0;1;0,29;1;39,0%;1004;0;220,2;46,51;2,54;1,18;Dü?ük
MRS-F-111-D0346;DIREK;MRS-F-111;Mut;8,0;0;0,42;48;46,0%;1925;0;0;17,50;6,75;1,18;Dü?ük
MRS-F-065-D0008;DIREK;MRS-F-065;Tarsus;21,0;0;0,74;14;40,6%;1214;0;0;34,31;3,44;1,18;Dü?ük
MRS-F-065-D0096;DIREK;MRS-F-065;Tarsus;21,0;0;0,74;14;40,6%;1214;0;0;34,31;3,44;1,18;Dü?ük
MRS-F-045-D0077;DIREK;MRS-F-045;Mezitli;47,0;0;0,32;1;39,0%;1004;0;0;47,96;2,46;1,18;Dü?ük
MRS-F-069-D0072;DIREK;MRS-F-069;Camliyayla;5,0;0;0,31;32;51,7%;1778;0;0;19,43;6,07;1,18;Dü?ük
MRS-F-058-D0058;DIREK;MRS-F-058;Tarsus;38,0;1;0,65;14;41,6%;896;0;1132,4;49,78;2,37;1,18;Dü?ük
MRS-F-045-D0156;DIREK;MRS-F-045;Mezitli;44,0;0;0,49;1;39,0%;1004;0;0;47,87;2,46;1,18;Dü?ük
MRS-F-065-D0074;DIREK;MRS-F-065;Tarsus;25,0;0;0,49;14;40,6%;1214;0;0;34,19;3,44;1,18;Dü?ük
MRS-F-045-D0085;DIREK;MRS-F-045;Mezitli;44,0;0;0,48;1;39,0%;1004;0;0;47,77;2,46;1,18;Dü?ük
MRS-F-045-D0274;DIREK;MRS-F-045;Mezitli;47,0;0;0,3;1;39,0%;1004;0;0;47,76;2,46;1,18;Dü?ük
MRS-F-045-D0336;DIREK;MRS-F-045;Mezitli;44,0;0;0,47;1;39,0%;1004;0;0;47,67;2,46;1,17;Dü?ük
MRS-F-080-D0025;DIREK;MRS-F-080;Silifke;30,0;0;0,19;3;40,3%;1167;0;0;36,42;3,22;1,17;Dü?ük
MRS-F-045-D0310;DIREK;MRS-F-045;Mezitli;47,0;0;0,29;1;39,0%;1004;0;0;47,66;2,46;1,17;Dü?ük
MRS-F-045-D0035;DIREK;MRS-F-045;Mezitli;47,0;0;0,29;1;39,0%;1004;0;0;47,66;2,46;1,17;Dü?ük
MRS-F-058-D0070;DIREK;MRS-F-058;Tarsus;25,0;1;0,71;14;41,6%;896;0;2172,6;42,64;2,74;1,17;Dü?ük
MRS-F-045-D0322;DIREK;MRS-F-045;Mezitli;47,0;0;0,28;1;39,0%;1004;0;0;47,56;2,46;1,17;Dü?ük
MRS-F-080-D0070;DIREK;MRS-F-080;Silifke;28,0;0;0,3;3;40,3%;1167;0;0;36,33;3,22;1,17;Dü?ük
MRS-F-080-D0011;DIREK;MRS-F-080;Silifke;29,0;0;0,24;3;40,3%;1167;0;0;36,33;3,22;1,17;Dü?ük
MRS-F-080-D0113;DIREK;MRS-F-080;Silifke;27,0;0;0,35;3;40,3%;1167;0;0;36,24;3,22;1,17;Dü?ük
MRS-F-080-D0006;DIREK;MRS-F-080;Silifke;27,0;0;0,35;3;40,3%;1167;0;0;36,24;3,22;1,17;Dü?ük
MRS-F-080-D0115;DIREK;MRS-F-080;Silifke;27,0;0;0,35;3;40,3%;1167;0;0;36,24;3,22;1,17;Dü?ük
MRS-F-080-D0037;DIREK;MRS-F-080;Silifke;28,0;0;0,29;3;40,3%;1167;0;0;36,23;3,22;1,17;Dü?ük
MRS-F-065-D0052;DIREK;MRS-F-065;Tarsus;23,0;0;0,58;14;40,6%;1214;0;0;33,90;3,44;1,17;Dü?ük
MRS-F-098-D0062;DIREK;MRS-F-098;Bozyazi;33,0;1;0,9;2;38,3%;914;0;671,3;51,04;2,28;1,17;Dü?ük
MRS-F-058-D0177;DIREK;MRS-F-058;Tarsus;32,0;1;0,8;14;41,6%;896;0;1336,2;47,71;2,44;1,16;Dü?ük
MRS-F-098-D0266;DIREK;MRS-F-098;Bozyazi;21,0;1;0,67;2;38,3%;914;0;2086,6;41,60;2,80;1,16;Dü?ük
MRS-F-065-D0097;DIREK;MRS-F-065;Tarsus;22,0;0;0,63;14;40,6%;1214;0;0;33,81;3,44;1,16;Dü?ük
MRS-F-065-D0112;DIREK;MRS-F-065;Tarsus;22,0;0;0,63;14;40,6%;1214;0;0;33,81;3,44;1,16;Dü?ük
MRS-F-111-D0062;DIREK;MRS-F-111;Mut;9,0;0;0,33;48;46,0%;1925;0;0;17,19;6,75;1,16;Dü?ük
MRS-F-080-D0010;DIREK;MRS-F-080;Silifke;27,0;0;0,33;3;40,3%;1167;0;0;36,04;3,22;1,16;Dü?ük
MRS-F-080-D0035;DIREK;MRS-F-080;Silifke;31,0;0;0,09;3;40,3%;1167;0;0;36,02;3,22;1,16;Dü?ük
MRS-F-080-D0036;DIREK;MRS-F-080;Silifke;27,7;0;0,28;3;40,3%;1167;0;0;35,97;3,22;1,16;Dü?ük
MRS-F-045-D0417;DIREK;MRS-F-045;Mezitli;45,0;0;0,35;1;39,0%;1004;0;0;47,07;2,46;1,16;Dü?ük
MRS-F-080-D0149;DIREK;MRS-F-080;Silifke;27,0;0;0,32;3;40,3%;1167;0;0;35,94;3,22;1,16;Dü?ük
MRS-F-098-D0156;DIREK;MRS-F-098;Bozyazi;30,0;1;0,78;2;38,3%;914;0;1012,7;48,05;2,41;1,16;Dü?ük
MRS-F-080-D0083;DIREK;MRS-F-080;Silifke;29,0;0;0,2;3;40,3%;1167;0;0;35,93;3,22;1,16;Dü?ük
MRS-F-080-D0109;DIREK;MRS-F-080;Silifke;30,0;0;0,14;3;40,3%;1167;0;0;35,92;3,22;1,16;Dü?ük
MRS-F-098-D0071;DIREK;MRS-F-098;Bozyazi;29,0;1;0,76;2;38,3%;914;0;1119,7;47,26;2,45;1,16;Dü?ük
MRS-F-065-T002;DAGITIM_TRAFOSU;MRS-F-065;Tarsus;21,0;0;0,67;14;40,6%;1214;0;0;33,61;3,44;1,16;Dü?ük
MRS-F-098-D0150;DIREK;MRS-F-098;Bozyazi;43,0;1;0,69;2;38,3%;914;0;173,9;54,89;2,10;1,16;Dü?ük
MRS-F-098-D0058;DIREK;MRS-F-098;Bozyazi;30,0;1;0,57;2;38,3%;914;0;1297,9;45,95;2,51;1,15;Dü?ük
MRS-F-045-D0164;DIREK;MRS-F-045;Mezitli;43,0;0;0,45;1;39,0%;1004;0;0;46,88;2,46;1,15;Dü?ük
MRS-F-065-D0023;DIREK;MRS-F-065;Tarsus;23,0;0;0,54;14;40,6%;1214;0;0;33,50;3,44;1,15;Dü?ük
MRS-F-080-D0019;DIREK;MRS-F-080;Silifke;26,0;0;0,36;3;40,3%;1167;0;0;35,74;3,22;1,15;Dü?ük
MRS-F-045-D0095;DIREK;MRS-F-045;Mezitli;42,0;0;0,49;1;39,0%;1004;0;0;46,68;2,46;1,15;Dü?ük
MRS-F-058-D0089;DIREK;MRS-F-058;Tarsus;21,0;2;0,88;14;41,6%;896;0;1203,9;47,96;2,39;1,15;Dü?ük
MRS-F-058-D0124;DIREK;MRS-F-058;Tarsus;11,0;2;0,8;14;41,6%;896;0;2279,2;41,21;2,78;1,15;Dü?ük
MRS-F-058-D0171;DIREK;MRS-F-058;Tarsus;44,0;1;0,73;14;41,6%;896;0;443,2;54,15;2,12;1,15;Dü?ük
MRS-F-058-D0033;DIREK;MRS-F-058;Tarsus;33,0;1;0,69;14;41,6%;896;0;1300,9;47,20;2,43;1,15;Dü?ük
MRS-F-058-D0133;DIREK;MRS-F-058;Tarsus;31,0;1;0,89;14;41,6%;896;0;1182,7;48,01;2,39;1,15;Dü?ük
MRS-F-045-D0423;DIREK;MRS-F-045;Mezitli;42,0;0;0,47;1;39,0%;1004;0;0;46,48;2,46;1,14;Dü?ük
MRS-F-045-D0355;DIREK;MRS-F-045;Mezitli;45,0;0;0,29;1;39,0%;1004;0;0;46,47;2,46;1,14;Dü?ük
MRS-F-045-D0094;DIREK;MRS-F-045;Mezitli;30,0;1;0,34;1;39,0%;1004;0;369;44,04;2,59;1,14;Dü?ük
MRS-F-065-D0056;DIREK;MRS-F-065;Tarsus;21,0;0;0,63;14;40,6%;1214;0;0;33,21;3,44;1,14;Dü?ük
MRS-F-045-D0029;DIREK;MRS-F-045;Mezitli;43,0;0;0,4;1;39,0%;1004;0;0;46,38;2,46;1,14;Dü?ük
MRS-F-045-D0381;DIREK;MRS-F-045;Mezitli;19,0;1;0,44;1;39,0%;1004;0;1380,6;38,49;2,96;1,14;Dü?ük
MRS-F-065-D0137;DIREK;MRS-F-065;Tarsus;22,0;0;0,56;14;40,6%;1214;0;0;33,11;3,44;1,14;Dü?ük
MRS-F-045-D0074;DIREK;MRS-F-045;Mezitli;43,0;0;0,39;1;39,0%;1004;0;0;46,28;2,46;1,14;Dü?ük
MRS-F-098-D0144;DIREK;MRS-F-098;Bozyazi;27,7;1;1;2;38,3%;914;0;785,2;48,90;2,33;1,14;Dü?ük
MRS-F-058-D0111;DIREK;MRS-F-058;Tarsus;32,0;1;0,76;14;41,6%;896;0;1227,7;47,31;2,40;1,14;Dü?ük
MRS-F-080-D0002;DIREK;MRS-F-080;Silifke;26,0;0;0,31;3;40,3%;1167;0;0;35,24;3,22;1,13;Dü?ük
MRS-F-045-D0273;DIREK;MRS-F-045;Mezitli;43,0;0;0,37;1;39,0%;1004;0;0;46,08;2,46;1,13;Dü?ük
MRS-F-058-D0020;DIREK;MRS-F-058;Tarsus;11,0;1;0,72;14;41,6%;896;0;3682,3;34,41;3,29;1,13;Dü?ük
MRS-F-045-D0454;DIREK;MRS-F-045;Mezitli;43,0;0;0,36;1;39,0%;1004;0;0;45,98;2,46;1,13;Dü?ük
MRS-F-045-D0148;DIREK;MRS-F-045;Mezitli;41,0;0;0,47;1;39,0%;1004;0;0;45,88;2,46;1,13;Dü?ük
MRS-F-111-T009;DAGITIM_TRAFOSU;MRS-F-111;Mut;5,0;0;0,52;48;46,0%;1925;0;0;16,71;6,75;1,13;Dü?ük
MRS-F-080-D0093;DIREK;MRS-F-080;Silifke;27,0;0;0,23;3;40,3%;1167;0;0;35,04;3,22;1,13;Dü?ük
MRS-F-098-D0289;DIREK;MRS-F-098;Bozyazi;26,0;1;0,9;2;38,3%;914;0;1008,9;46,87;2,41;1,13;Dü?ük
MRS-F-045-D0373;DIREK;MRS-F-045;Mezitli;40,0;0;0,52;1;39,0%;1004;0;0;45,79;2,46;1,13;Dü?ük
MRS-F-098-D0031;DIREK;MRS-F-098;Bozyazi;35,0;1;0,79;2;38,3%;914;0;446,3;51,13;2,20;1,13;Dü?ük
MRS-F-065-D0039;DIREK;MRS-F-065;Tarsus;21,0;0;0,58;14;40,6%;1214;0;0;32,71;3,44;1,13;Dü?ük
MRS-F-080-D0118;DIREK;MRS-F-080;Silifke;27,0;0;0,22;3;40,3%;1167;0;0;34,94;3,22;1,13;Dü?ük
MRS-F-045-D0412;DIREK;MRS-F-045;Mezitli;40,0;0;0,51;1;39,0%;1004;0;0;45,69;2,46;1,12;Dü?ük
MRS-F-045-D0150;DIREK;MRS-F-045;Mezitli;27,0;1;0,34;1;39,0%;1004;0;552,5;42,25;2,66;1,12;Dü?ük
MRS-F-119-D0120;DIREK;MRS-F-119;Gulnar;36,0;2;0,4;3;35,3%;692;0;3091,4;52,86;2,13;1,12;Dü?ük
MRS-F-058-D0025;DIREK;MRS-F-058;Tarsus;25,0;1;0,85;14;41,6%;896;0;1639,4;44,04;2,55;1,12;Dü?ük
MRS-F-045-D0128;DIREK;MRS-F-045;Mezitli;45,0;0;0,21;1;39,0%;1004;0;0;45,67;2,46;1,12;Dü?ük
MRS-F-080-D0038;DIREK;MRS-F-080;Silifke;27,7;0;0,17;3;40,3%;1167;0;0;34,87;3,22;1,12;Dü?ük
MRS-F-080-D0098;DIREK;MRS-F-080;Silifke;27,0;0;0,21;3;40,3%;1167;0;0;34,84;3,22;1,12;Dü?ük
MRS-F-060-D0114;DIREK;MRS-F-060;Tarsus;35,0;1;0,45;14;37,9%;859;0;1932,6;45,07;2,49;1,12;Dü?ük
MRS-F-065-D0060;DIREK;MRS-F-065;Tarsus;21,0;0;0,56;14;40,6%;1214;0;0;32,51;3,44;1,12;Dü?ük
MRS-F-065-D0013;DIREK;MRS-F-065;Tarsus;22,0;0;0,5;14;40,6%;1214;0;0;32,51;3,44;1,12;Dü?ük
MRS-F-060-D0119;DIREK;MRS-F-060;Tarsus;44,0;1;0,24;14;37,9%;859;0;1457,6;48,33;2,31;1,12;Dü?ük
MRS-F-045-D0208;DIREK;MRS-F-045;Mezitli;40,0;0;0,48;1;39,0%;1004;0;0;45,39;2,46;1,12;Dü?ük
MRS-F-045-D0189;DIREK;MRS-F-045;Mezitli;41,0;0;0,42;1;39,0%;1004;0;0;45,38;2,46;1,12;Dü?ük
MRS-F-080-D0020;DIREK;MRS-F-080;Silifke;27,7;0;0,15;3;40,3%;1167;0;0;34,67;3,22;1,12;Dü?ük
MRS-F-098-D0280;DIREK;MRS-F-098;Bozyazi;26,0;1;0,9;2;38,3%;914;0;936,3;46,87;2,38;1,12;Dü?ük
MRS-F-045-D0028;DIREK;MRS-F-045;Mezitli;41,0;0;0,41;1;39,0%;1004;0;0;45,28;2,46;1,11;Dü?ük
MRS-F-098-D0255;DIREK;MRS-F-098;Bozyazi;27,7;1;0,8;2;38,3%;914;0;918,3;46,90;2,37;1,11;Dü?ük
MRS-F-080-D0175;DIREK;MRS-F-080;Silifke;25,0;0;0,3;3;40,3%;1167;0;0;34,55;3,22;1,11;Dü?ük
MRS-F-065-D0109;DIREK;MRS-F-065;Tarsus;22,0;0;0,48;14;40,6%;1214;0;0;32,31;3,44;1,11;Dü?ük
MRS-F-045-D0248;DIREK;MRS-F-045;Mezitli;41,0;0;0,39;1;39,0%;1004;0;0;45,08;2,46;1,11;Dü?ük
MRS-F-045-D0122;DIREK;MRS-F-045;Mezitli;41,0;0;0,39;1;39,0%;1004;0;0;45,08;2,46;1,11;Dü?ük
MRS-F-098-D0066;DIREK;MRS-F-098;Bozyazi;26,0;1;0,81;2;38,3%;914;0;1025,3;45,97;2,41;1,11;Dü?ük
MRS-F-080-D0143;DIREK;MRS-F-080;Silifke;26,0;0;0,23;3;40,3%;1167;0;0;34,44;3,22;1,11;Dü?ük
MRS-F-045-D0426;DIREK;MRS-F-045;Mezitli;40,0;0;0,44;1;39,0%;1004;0;0;44,99;2,46;1,11;Dü?ük
MRS-F-045-D0147;DIREK;MRS-F-045;Mezitli;41,0;0;0,38;1;39,0%;1004;0;0;44,98;2,46;1,11;Dü?ük
MRS-F-045-D0414;DIREK;MRS-F-045;Mezitli;41,0;0;0,38;1;39,0%;1004;0;0;44,98;2,46;1,11;Dü?ük
MRS-F-058-D0207;DIREK;MRS-F-058;Tarsus;39,0;1;0,59;14;41,6%;896;0;732;49,78;2,22;1,11;Dü?ük
MRS-F-098-D0141;DIREK;MRS-F-098;Bozyazi;18,0;1;0,96;2;38,3%;914;0;1506,4;42,71;2,59;1,10;Dü?ük
MRS-F-065-D0019;DIREK;MRS-F-065;Tarsus;19,0;0;0,64;14;40,6%;1214;0;0;32,12;3,44;1,10;Dü?ük
MRS-F-111-T005;DAGITIM_TRAFOSU;MRS-F-111;Mut;5,0;0;0,48;48;46,0%;1925;0;0;16,31;6,75;1,10;Dü?ük
MRS-F-111-D0080;DIREK;MRS-F-111;Mut;5,0;0;0,48;48;46,0%;1925;0;0;16,31;6,75;1,10;Dü?ük
MRS-F-065-T003;DAGITIM_TRAFOSU;MRS-F-065;Tarsus;22,0;0;0,45;14;40,6%;1214;0;0;32,01;3,44;1,10;Dü?ük
MRS-F-080-D0004;DIREK;MRS-F-080;Silifke;26,0;0;0,2;3;40,3%;1167;0;0;34,14;3,22;1,10;Dü?ük
MRS-F-119-D0124;DIREK;MRS-F-119;Gulnar;38,0;2;0,48;3;35,3%;692;0;2753,9;54,85;2,00;1,10;Dü?ük
MRS-F-045-D0335;DIREK;MRS-F-045;Mezitli;42,0;0;0,29;1;39,0%;1004;0;0;44,68;2,46;1,10;Dü?ük
MRS-F-045-D0034;DIREK;MRS-F-045;Mezitli;43,0;0;0,23;1;39,0%;1004;0;0;44,68;2,46;1,10;Dü?ük
MRS-F-045-D0259;DIREK;MRS-F-045;Mezitli;39,0;0;0,46;1;39,0%;1004;0;0;44,59;2,46;1,10;Dü?ük
MRS-F-045-D0167;DIREK;MRS-F-045;Mezitli;40,0;0;0,4;1;39,0%;1004;0;0;44,59;2,46;1,10;Dü?ük
MRS-F-045-D0052;DIREK;MRS-F-045;Mezitli;40,0;0;0,4;1;39,0%;1004;0;0;44,59;2,46;1,10;Dü?ük
MRS-F-058-D0241;DIREK;MRS-F-058;Tarsus;27,0;1;0,74;14;41,6%;896;0;1453,9;44,13;2,48;1,10;Dü?ük
MRS-F-045-D0102;DIREK;MRS-F-045;Mezitli;38,0;0;0,51;1;39,0%;1004;0;0;44,50;2,46;1,09;Dü?ük
MRS-F-045-D0203;DIREK;MRS-F-045;Mezitli;40,0;0;0,39;1;39,0%;1004;0;0;44,49;2,46;1,09;Dü?ük
MRS-F-065-D0117;DIREK;MRS-F-065;Tarsus;21,0;0;0,49;14;40,6%;1214;0;0;31,81;3,44;1,09;Dü?ük
MRS-F-098-D0094;DIREK;MRS-F-098;Bozyazi;28,0;1;0,79;2;38,3%;914;0;793,6;46,96;2,33;1,09;Dü?ük
MRS-F-098-D0145;DIREK;MRS-F-098;Bozyazi;47,0;0;0,92;2;38,3%;914;0;0;53,57;2,04;1,09;Dü?ük
MRS-F-098-D0278;DIREK;MRS-F-098;Bozyazi;8,0;1;0,81;2;38,3%;914;0;2919,7;35,26;3,10;1,09;Dü?ük
MRS-F-045-D0137;DIREK;MRS-F-045;Mezitli;41,0;0;0,32;1;39,0%;1004;0;0;44,38;2,46;1,09;Dü?ük
MRS-F-065-D0059;DIREK;MRS-F-065;Tarsus;19,0;0;0,6;14;40,6%;1214;0;0;31,72;3,44;1,09;Dü?ük
MRS-F-065-D0069;DIREK;MRS-F-065;Tarsus;19,0;0;0,6;14;40,6%;1214;0;0;31,72;3,44;1,09;Dü?ük
