outage_id;event_id;feeder_id;asset_id;tm_id;ilce;bolge_tipi;kesinti_tipi;baslangic;bitis;sure_dk;ekip_varis_dk;etkilenen_abone;etkilenen_kritik_musteri;kayip_enerji_kWh;ariza_nedeni;onarim_aciklamasi;ihbar_kanali;sure_supheli;sure_dolduruldu;abone_dolduruldu;varlik_tipi;aciklama_tutarsiz
OMS-2025-001643;EVT-013704;MRS-F-036;MRS-F-036-T030;TM-03;Yenisehir;kentsel;PLANSIZ;2025-09-26 11:43:00;2025-09-26 12:52:24;69,4;30,5;1301;0;1655,3;DIGER;;SCADA;0;0;0;DAGITIM_TRAFOSU;0
OMS-2025-002416;EVT-020405;MRS-F-045;MRS-F-045-D0452;TM-04;Mezitli;kirsal;PLANSIZ;2025-09-26 13:44:00;2025-09-26 19:17:48;333,8;61,6;534;0;3267,9;EKIPMAN_YASLANMA;DIREK CURUMESI;186_CAGRI;0;0;0;DIREK;0
OMS-2025-008313;EVT-070996;MRS-F-096;MRS-F-096-D0003;TM-10;Bozyazi;kentsel;PLANSIZ;2025-09-26 14:01:00;2025-09-26 14:40:54;39,9;10,3;4818;2;3524,4;HAVA_KOSULLARI;firtina;SCADA;0;0;0;DIREK;0
OMS-2025-011414;EVT-097272;MRS-F-117;MRS-F-117-T003;TM-13;Gulnar;kirsal;PLANSIZ;2025-09-26 15:32:00;2025-09-26 17:26:54;114,9;80,4;461;0;971,1;ASIRI_YUKLENME;sigorta atmasi yuk;186_CAGRI;0;0;0;DAGITIM_TRAFOSU;0
OMS-2025-008100;EVT-069294;MRS-F-094;MRS-F-094-D0060;TM-09;Aydincik;kirsal;PLANSIZ;2025-09-26 20:22:00;2025-09-27 03:05:06;403,1;74,6;269;1;1988;EKIPMAN_YASLANMA;direk curumesi;186_CAGRI;0;0;0;DIREK;0
OMS-2025-010254;EVT-087524;MRS-F-110;MRS-F-110-D0128;TM-12;Mut;kirsal;PLANSIZ;2025-09-27 11:34:00;2025-09-27 13:28:06;114,1;42,4;999;0;2089,7;EKIPMAN_YASLANMA;iletken kopmasi (eskime);SCADA;0;0;0;DIREK;0
OMS-2025-007236;EVT-061826;MRS-F-089;MRS-F-089-T005;TM-08;Silifke;kirsal;PLANSIZ;2025-09-27 14:13:00;2025-09-27 17:45:12;212,2;57,4;938;1;3649,1;ASIRI_YUKLENME;sigorta atmasi yuk;186_CAGRI;0;0;0;DAGITIM_TRAFOSU;0
OMS-2025-001366;EVT-011375;MRS-F-031;MRS-F-031-T045;TM-03;Yenisehir;kentsel;PLANSIZ;2025-09-28 13:19:00;2025-09-28 14:01:54;42,9;15,2;3491;2;2745,7;HAYVAN;hayvan temasi;SCADA;0;0;0;DAGITIM_TRAFOSU;0
OMS-2025-004775;EVT-041122;MRS-F-070;MRS-F-070-D0111;TM-07;Erdemli;kirsal;PLANSIZ;2025-09-28 16:47:00;2025-09-28 18:38:00;111;60,1;557;0;1133,5;UCUNCU_SAHIS;kazi calismasi kablo hasari;186_CAGRI;0;0;0;DIREK;0
OMS-2025-010950;EVT-093453;MRS-F-115;MRS-F-115-D0274;TM-13;Gulnar;kirsal;PLANSIZ;2025-09-28 22:02:00;2025-09-29 02:15:48;253,8;67,9;802;0;3731,7;HAVA_KOSULLARI;firtina;SCADA;0;0;0;DIREK;0
OMS-2025-004652;EVT-039971;MRS-F-069;MRS-F-069-D0035;TM-06;Camliyayla;kirsal;PLANSIZ;2025-09-29 00:02:00;2025-09-29 04:05:54;243,9;129,8;258;0;1153,6;HAVA_KOSULLARI;FIRTINA;SCADA;0;0;0;DIREK;0
OMS-2025-002614;EVT-022113;MRS-F-050;MRS-F-050-T015;TM-04;Mezitli;kentsel;PLANSIZ;2025-09-29 04:08:00;2025-09-29 05:16:30;68,5;27,6;1463;0;1837,3;UCUNCU_SAHIS;kazi hasari;SAHA_EKIBI;0;0;0;DAGITIM_TRAFOSU;0
OMS-2025-008276;EVT-070693;MRS-F-095;MRS-F-095-D0301;TM-10;Bozyazi;kirsal;PLANSIZ;2025-09-29 10:16:00;2025-09-29 14:35:30;259,5;76,3;1557;1;7407,4;UCUNCU_SAHIS;insaat kaynakli;186_CAGRI;0;0;0;DIREK;0
OMS-2025-001309;EVT-010973;MRS-F-030;MRS-F-030-D0016;TM-03;Yenisehir;kentsel;PLANSIZ;2025-09-29 11:51:00;2025-09-29 14:45:36;174,6;46;3225;0;10323,2;AGAC_TEMASI;agac dali kesildi;SCADA;0;0;0;DIREK;0
OMS-2025-008846;EVT-075588;MRS-F-100;MRS-F-100-D0369;TM-11;Anamur;kirsal;PLANSIZ;2025-09-29 12:23:00;2025-09-29 18:20:06;357,1;113,8;1956;0;12805,6;AGAC_TEMASI;agac dali kesildi;186_CAGRI;0;0;0;DIREK;0
OMS-2025-003249;EVT-027951;MRS-F-059;MRS-F-059-D0182;TM-05;Tarsus;kirsal;PLANSIZ;2025-09-29 17:14:00;2025-09-29 20:48:24;214,4;96,7;1925;0;7566,5;HAYVAN;kus;SCADA;0;0;0;DIREK;0
OMS-2025-007067;EVT-060200;MRS-F-088;MRS-F-088-D0180;TM-08;Silifke;kirsal;PLANSIZ;2025-09-29 19:35:00;2025-09-29 22:13:36;158,6;29,9;1395;1;4056,2;AGAC_TEMASI;AGAC TEMASI;SCADA;0;0;0;DIREK;0
OMS-2025-003852;EVT-032753;MRS-F-064;MRS-F-064-D0046;TM-05;Tarsus;kirsal;PLANSIZ;2025-09-29 21:33:00;2025-09-30 05:57:36;504,6;202,7;634;0;5865,1;EKIPMAN_YASLANMA;eskimis iletken degisti;SCADA;0;0;0;DIREK;0
OMS-2025-011183;EVT-095395;MRS-F-116;MRS-F-116-D0130;TM-13;Gulnar;kirsal;PLANSIZ;2025-09-30 06:48:00;2025-09-30 10:07:06;199,1;46,5;665;0;2427,4;HAYVAN;kus temasi;SCADA;0;0;0;DIREK;0
OMS-2025-007679;EVT-065700;MRS-F-091;MRS-F-091-D0188;TM-08;Silifke;kirsal;PLANSIZ;2025-09-30 08:50:00;2025-09-30 11:07:54;137,9;17,3;214;0;541;EKIPMAN_YASLANMA;travers korozyonu;SCADA;0;0;0;DIREK;0
OMS-2025-004306;EVT-036952;MRS-F-067;MRS-F-067-D0082;TM-06;Camliyayla;kirsal;PLANSIZ;2025-09-30 15:56:00;2025-09-30 19:39:00;223;16,5;2615;1;10691;EKIPMAN_YASLANMA;DIREK CURUMESI;186_CAGRI;0;0;0;DIREK;0
OMS-2025-003639;EVT-031046;MRS-F-063;MRS-F-063-D0320;TM-05;Tarsus;kirsal;PLANSIZ;2025-09-30 17:13:00;2025-09-30 20:33:06;200,1;104,7;219;0;803,4;HAVA_KOSULLARI;firtina;SCADA;0;0;0;DIREK;0
OMS-2025-001763;EVT-014734;MRS-F-039;MRS-F-039-D0017;TM-03;Yenisehir;kentsel;PLANSIZ;2025-09-30 19:28:00;2025-09-30 20:38:54;70,9;21,4;3764;1;4892,6;HAVA_KOSULLARI;FIRTINA;186_CAGRI;0;0;0;DIREK;0
OMS-2025-006541;EVT-055714;MRS-F-084;MRS-F-084-D0040;TM-08;Silifke;kirsal;PLANSIZ;2025-09-30 19:35:00;2025-09-30 21:20:48;105,8;72;332;0;644;HAYVAN;hayvan temasi;SCADA;0;0;0;DIREK;0
OMS-2025-000352;EVT-002923;MRS-F-009;MRS-F-009-T047;TM-01;Akdeniz;kentsel;PLANSIZ;2025-09-30 20:47:00;2025-09-30 22:16:36;89,6;34,2;4563;2;7495,5;EKIPMAN_YASLANMA;travers korozyonu;186_CAGRI;0;0;0;DAGITIM_TRAFOSU;1
OMS-2025-000601;EVT-005117;MRS-F-014;MRS-F-014-T007;TM-01;Akdeniz;kentsel;PLANSIZ;2025-10-01 03:25:00;2025-10-01 04:56:48;91,8;52,4;5247;0;8830,7;ASIRI_YUKLENME;sigorta atmasi yuk;SCADA;0;0;0;DAGITIM_TRAFOSU;0
OMS-2025-010951;EVT-093457;MRS-F-115;MRS-F-115-D0245;TM-13;Gulnar;kirsal;PLANSIZ;2025-10-01 07:10:00;2025-10-01 08:41:06;91,1;51,5;1609;1;2687,3;AGAC_TEMASI;agc. temasi;186_CAGRI;0;0;0;DIREK;0
OMS-2025-002198;EVT-018488;MRS-F-044;MRS-F-044-D0175;TM-04;Mezitli;kirsal;PLANSIZ;2025-10-01 09:29:00;2025-10-01 12:23:06;174,1;40;1272;0;4060;EKIPMAN_YASLANMA;eskimis iletken degisti;SAHA_EKIBI;0;0;0;DIREK;0
OMS-2025-008973;EVT-076637;MRS-F-101;MRS-F-101-D0082;TM-11;Anamur;kirsal;PLANSIZ;2025-10-01 17:36:00;2025-10-01 21:38:06;242,1;79,3;2445;1;10852,1;DIGER;-;186_CAGRI;0;0;0;DIREK;0
OMS-2025-008277;EVT-070697;MRS-F-095;MRS-F-095-D0208;TM-10;Bozyazi;kirsal;PLANSIZ;2025-10-01 23:11:00;2025-10-02 04:06:12;295,2;104,4;1453;1;7863,6;EKIPMAN_YASLANMA;DIREK CURUMESI;186_CAGRI;0;0;0;DIREK;0
OMS-2025-002945;EVT-025162;MRS-F-057;MRS-F-057-D0120;TM-05;Tarsus;kirsal;PLANSIZ;2025-10-02 15:05:00;2025-10-02 20:15:42;310,7;151,1;1461;0;8322,1;EKIPMAN_YASLANMA;direk curumesi;SAHA_EKIBI;0;0;0;DIREK;0
OMS-2025-008278;EVT-070700;MRS-F-095;MRS-F-095-D0215;TM-10;Bozyazi;kirsal;PLANSIZ;2025-10-02 16:10:00;2025-10-02 18:08:36;118,6;25,9;373;0;811;EKIPMAN_YASLANMA;travers korozyonu;SCADA;0;0;0;DIREK;0
OMS-2025-001683;EVT-014064;MRS-F-037;MRS-F-037-T009;TM-03;Yenisehir;kentsel;PLANSIZ;2025-10-02 16:38:00;2025-10-02 20:11:18;213,3;29,9;3209;3;12548,8;UCUNCU_SAHIS;ARAC CARPMASI DIREK;186_CAGRI;0;0;0;DAGITIM_TRAFOSU;1
OMS-2025-000602;EVT-005119;MRS-F-014;MRS-F-014-T021;TM-01;Akdeniz;kentsel;PLANSIZ;2025-10-03 11:49:00;2025-10-03 16:54:18;305,3;14,9;2827;0;15823,2;KABLO_ARIZASI;kablo basligi patlamasi;SAHA_EKIBI;0;0;0;DAGITIM_TRAFOSU;0
OMS-2025-006760;EVT-057559;MRS-F-085;MRS-F-085-D0204;TM-08;Silifke;kirsal;PLANSIZ;2025-10-03 14:59:00;2025-10-03 19:09:30;250,5;132,2;230;0;1056,3;UCUNCU_SAHIS;ARAC CARPMASI DIREK;SCADA;0;0;0;DIREK;0
OMS-2025-005047;EVT-043290;MRS-F-072;MRS-F-072-D0129;TM-07;Erdemli;kirsal;PLANSIZ;2025-10-03 19:05:00;2025-10-03 22:05:18;180,3;62,8;2253;1;7447,3;EKIPMAN_YASLANMA;travers korozyonu;SCADA;0;0;0;DIREK;0
OMS-2025-010255;EVT-087525;MRS-F-110;MRS-F-110-D0144;TM-12;Mut;kirsal;PLANSIZ;2025-10-04 05:29:00;2025-10-04 07:01:24;92,4;64,7;1993;1;3376,1;AGAC_TEMASI;agac dali temasi;186_CAGRI;0;0;0;DIREK;0
OMS-2025-007889;EVT-067489;MRS-F-092;MRS-F-092-D0205;TM-09;Aydincik;kirsal;PLANSIZ;2025-10-04 10:27:00;2025-10-04 14:25:42;238,7;146,7;1087;0;4756,9;HAVA_KOSULLARI;kar yuku;186_CAGRI;0;0;0;DIREK;0
OMS-2025-005715;EVT-048997;MRS-F-077;MRS-F-077-D0242;TM-07;Erdemli;kirsal;PLANSIZ;2025-10-04 11:36:00;2025-10-04 14:57:00;201;41,9;991;0;3651,8;AGAC_TEMASI;agac dali kesildi;186_CAGRI;0;0;1;DIREK;0
OMS-2025-005714;EVT-048996;MRS-F-077;MRS-F-077-D0225;TM-07;Erdemli;kirsal;PLANSIZ;2025-10-04 14:22:00;2025-10-04 17:43:18;201,3;82,1;1683;0;6211,1;HAVA_KOSULLARI;firtina;SCADA;0;0;0;DIREK;0
OMS-2025-005048;EVT-043291;MRS-F-072;MRS-F-072-D0163;TM-07;Erdemli;kirsal;PLANSIZ;2025-10-04 14:30:00;2025-10-04 17:52:15;202,25;97,6;2375;1;8806,3;UCUNCU_SAHIS;insaat kaynakli;SCADA;0;1;0;DIREK;0
OMS-2025-010432;EVT-089071;MRS-F-111;MRS-F-111-D0099;TM-12;Mut;kirsal;PLANSIZ;2025-10-04 18:46:00;2025-10-04 23:26:54;280,9;159;1277;0;6576,3;IZOLATOR_ARIZASI;izolatr kirik;186_CAGRI;0;0;0;DIREK;0
OMS-2025-004828;EVT-041479;MRS-F-071;MRS-F-071-D0005;TM-07;Erdemli;kentsel;PLANSIZ;2025-10-04 23:51:00;2025-10-05 00:31:18;40,3;13;3568;0;2636,2;HAVA_KOSULLARI;firtina nedeniyle iletken kopmasi;186_CAGRI;0;0;0;DIREK;0
OMS-2025-003406;EVT-029169;MRS-F-062;MRS-F-062-T022;TM-05;Tarsus;kentsel;PLANSIZ;2025-10-05 12:00:00;2025-10-05 15:50:12;230,2;14,3;2348;1;9909,3;EKIPMAN_YASLANMA;direk curumesi;SCADA;0;0;0;DAGITIM_TRAFOSU;1
OMS-2025-001922;EVT-016104;MRS-F-042;MRS-F-042-T025;TM-04;Mezitli;kentsel;PLANSIZ;2025-10-05 13:48:00;2025-10-05 15:21:06;93,1;14,5;5454;1;9309,1;HAYVAN;kus temasi;186_CAGRI;0;0;0;DAGITIM_TRAFOSU;0
OMS-2025-008847;EVT-075591;MRS-F-100;MRS-F-100-D0127;TM-11;Anamur;kirsal;PLANSIZ;2025-10-05 15:54:00;2025-10-05 17:55:12;121,2;84,8;351;0;779,9;HAYVAN;hayvan kaynakli kisa devre;SCADA;0;0;0;DIREK;0
OMS-2025-004307;EVT-036957;MRS-F-067;MRS-F-067-D0213;TM-06;Camliyayla;kirsal;PLANSIZ;2025-10-06 11:41:00;2025-10-06 13:24:42;103,7;51,5;502;0;954,4;HAVA_KOSULLARI;yildirim dusmesi;SCADA;0;0;0;DIREK;0
OMS-2025-008601;EVT-073404;MRS-F-098;MRS-F-098-D0013;TM-10;Bozyazi;kirsal;PLANSIZ;2025-10-06 13:06:00;2025-10-06 15:49:00;163;66,1;479;0;1431,4;HAVA_KOSULLARI;firtina;186_CAGRI;0;0;0;DIREK;0
OMS-2025-010556;EVT-090108;MRS-F-112;MRS-F-112-D0074;TM-12;Mut;kirsal;PLANSIZ;2025-10-06 16:50:00;2025-10-07 06:22:54;812,9;87,4;2102;1;31326,5;HAVA_KOSULLARI;FIRTINA;SAHA_EKIBI;0;0;0;DIREK;0
OMS-2025-005716;EVT-048999;MRS-F-077;MRS-F-077-D0218;TM-07;Erdemli;kirsal;PLANSIZ;2025-10-07 11:58:00;2025-10-07 14:13:18;135,3;73,7;814;0;2019,1;IZOLATOR_ARIZASI;zincir izolator degisimi;SCADA;0;0;0;DIREK;0
OMS-2025-001923;EVT-016105;MRS-F-042;MRS-F-042-D0004;TM-04;Mezitli;kentsel;PLANSIZ;2025-10-07 15:08:00;2025-10-07 16:21:24;73,4;17,3;5761;1;7752,4;AGAC_TEMASI;agac dali temasi;186_CAGRI;0;0;0;DIREK;0
OMS-2025-002946;EVT-025166;MRS-F-057;MRS-F-057-D0163;TM-05;Tarsus;kirsal;PLANSIZ;2025-10-08 00:09:00;2025-10-08 05:17:18;308,3;83,1;594;0;3357,4;EKIPMAN_YASLANMA;direk curumesi;SCADA;0;0;0;DIREK;0
OMS-2025-001809;EVT-015084;MRS-F-040;MRS-F-040-D0013;TM-03;Yenisehir;kentsel;PLANSIZ;2025-10-08 05:37:00;2025-10-08 06:24:30;47,5;33,3;4815;2;4193,1;IZOLATOR_ARIZASI;zincir izolator degisimi;186_CAGRI;0;0;0;DIREK;0
OMS-2025-001606;EVT-013366;MRS-F-035;MRS-F-035-D0005;TM-03;Yenisehir;kentsel;PLANSIZ;2025-10-08 11:50:00;2025-10-08 14:38:24;168,4;56,2;3252;2;10040;DIGER;neden tespit edilemedi;186_CAGRI;0;0;0;DIREK;0
OMS-2025-002494;EVT-021132;MRS-F-047;MRS-F-047-T009;TM-04;Mezitli;kentsel;PLANSIZ;2025-10-08 16:35:00;2025-10-08 18:28:36;113,6;32,3;3444;1;7172,7;KABLO_ARIZASI;yeralti kablo arizasi;186_CAGRI;0;0;0;DAGITIM_TRAFOSU;0
OMS-2025-000705;EVT-005927;MRS-F-016;MRS-F-016-T008;TM-02;Toroslar;kentsel;PLANSIZ;2025-10-08 17:12:00;2025-10-08 18:48:00;96;41,7;2444;1;4301,4;EKIPMAN_YASLANMA;direk curumesi;SCADA;0;0;0;DAGITIM_TRAFOSU;1
OMS-2025-011415;EVT-097280;MRS-F-117;MRS-F-117-D0038;TM-13;Gulnar;kirsal;PLANSIZ;2025-10-08 23:40:00;2025-10-09 07:13:48;453,8;23,1;590;1;4908,6;IZOLATOR_ARIZASI;izolator kirik;186_CAGRI;0;0;0;DIREK;0
OMS-2025-006157;EVT-052435;MRS-F-081;MRS-F-081-D0219;TM-08;Silifke;kirsal;PLANSIZ;2025-10-09 03:18:00;2025-10-09 06:39:21;201,35;35,4;1755;0;6478,4;EKIPMAN_YASLANMA;travers korozyonu;186_CAGRI;0;1;0;DIREK;0
OMS-2025-010256;EVT-087528;MRS-F-110;MRS-F-110-D0101;TM-12;Mut;kirsal;PLANSIZ;2025-10-09 11:12:00;2025-10-09 13:23:24;131,4;87,6;1910;1;4601,2;IZOLATOR_ARIZASI;izolator kirik;186_CAGRI;0;0;0;DIREK;0
OMS-2025-004469;EVT-038377;MRS-F-068;MRS-F-068-D0174;TM-06;Camliyayla;kirsal;PLANSIZ;2025-10-09 13:27:00;2025-10-09 13:49:00;22;8,1;1932;0;779,2;HAYVAN;kus;186_CAGRI;0;0;0;DIREK;0
OMS-2025-002417;EVT-020415;MRS-F-045;MRS-F-045-D0295;TM-04;Mezitli;kirsal;PLANSIZ;2025-10-09 13:38:00;2025-10-09 15:28:12;110,2;64,1;368;0;743,5;AGAC_TEMASI;AGAC TEMASI;186_CAGRI;0;0;0;DIREK;0
OMS-2025-002199;EVT-018492;MRS-F-044;MRS-F-044-D0395;TM-04;Mezitli;kirsal;PLANSIZ;2025-10-09 19:52:00;2025-10-09 23:36:18;224,3;103,9;1169;0;4807,1;HAVA_KOSULLARI;yildirim dusmesi;SAHA_EKIBI;0;0;0;DIREK;0
OMS-2025-009149;EVT-078143;MRS-F-102;MRS-F-102-D0134;TM-11;Anamur;kirsal;PLANSIZ;2025-10-09 23:38:00;2025-10-10 03:06:24;208,4;28,3;2143;1;8187,7;HAVA_KOSULLARI;FIRTINA;186_CAGRI;0;1;0;DIREK;0
OMS-2025-003853;EVT-032765;MRS-F-064;MRS-F-064-D0193;TM-05;Tarsus;kirsal;PLANSIZ;2025-10-10 11:18:00;2025-10-10 12:01:18;43,3;16,9;1138;0;903,4;HAVA_KOSULLARI;FIRTINA;SCADA;0;0;0;DIREK;0
OMS-2025-007680;EVT-065707;MRS-F-091;MRS-F-091-T008;TM-08;Silifke;kirsal;PLANSIZ;2025-10-10 12:37:00;2025-10-10 15:57:30;200,5;53,3;1586;0;5829,9;ASIRI_YUKLENME;trafo asiri yuklenme;186_CAGRI;0;0;0;DAGITIM_TRAFOSU;0
OMS-2025-011491;EVT-098086;MRS-F-118;MRS-F-118-D0038;TM-13;Gulnar;kirsal;PLANSIZ;2025-10-10 16:16:00;2025-10-10 23:50:12;454,2;105,9;1265;0;10533,7;AGAC_TEMASI;dal temas?;186_CAGRI;0;0;0;DIREK;0
OMS-2025-003640;EVT-031050;MRS-F-063;MRS-F-063-D0361;TM-05;Tarsus;kirsal;PLANSIZ;2025-10-10 17:42:00;2025-10-10 20:45:24;183,4;58,2;597;1;2007,3;HAVA_KOSULLARI;yildirim dusmesi;186_CAGRI;0;0;0;DIREK;0
OMS-2025-001607;EVT-013367;MRS-F-035;MRS-F-035-T003;TM-03;Yenisehir;kentsel;PLANSIZ;2025-10-10 19:18:00;2025-10-10 22:40:24;202,4;34,6;2772;2;10286;ASIRI_YUKLENME;ASIRI YUK;186_CAGRI;0;0;0;DAGITIM_TRAFOSU;0
OMS-2025-009762;EVT-083534;MRS-F-106;MRS-F-106-D0172;TM-11;Anamur;kirsal;PLANSIZ;2025-10-10 23:57:00;2025-10-11 01:27:24;90,4;63,3;332;0;550,2;AGAC_TEMASI;agac dali temasi;186_CAGRI;0;0;0;DIREK;0
OMS-2025-004653;EVT-039980;MRS-F-069;MRS-F-069-D0181;TM-06;Camliyayla;kirsal;PLANSIZ;2025-10-11 11:03:00;2025-10-11 13:06:30;123,5;40,3;994;0;2250,6;HAVA_KOSULLARI;yildirim dusmesi;186_CAGRI;0;0;0;DIREK;0
OMS-2025-006379;EVT-054366;MRS-F-083;MRS-F-083-D0098;TM-08;Silifke;kirsal;PLANSIZ;2025-10-11 12:48:00;2025-10-11 16:08:00;200;42,6;138;0;506;HAVA_KOSULLARI;firtina;186_CAGRI;0;0;0;DIREK;0
OMS-2025-010433;EVT-089076;MRS-F-111;MRS-F-111-D0110;TM-12;Mut;kirsal;PLANSIZ;2025-10-11 14:40:00;2025-10-11 17:48:06;188,1;53,7;1204;0;4152;HAVA_KOSULLARI;yildirim dusmesi;186_CAGRI;0;0;0;DIREK;0
OMS-2025-005397;EVT-046284;MRS-F-074;MRS-F-074-D0207;TM-07;Erdemli;kirsal;PLANSIZ;2025-10-11 16:19:00;2025-10-11 19:07:54;168,9;90,1;800;1;2477,2;HAYVAN;KEDI TRAFOYA GIRDI;SCADA;0;0;0;DIREK;0
OMS-2025-004776;EVT-041130;MRS-F-070;MRS-F-070-D0126;TM-07;Erdemli;kirsal;PLANSIZ;2025-10-11 17:15:00;2025-10-11 19:27:30;132,5;59,3;420;0;1020,3;UCUNCU_SAHIS;insaat kaynakli;SCADA;0;0;0;DIREK;0
OMS-2025-001644;EVT-013707;MRS-F-036;MRS-F-036-T020;TM-03;Yenisehir;kentsel;PLANSIZ;2025-10-11 17:52:00;2025-10-11 20:22:00;150;51,6;3998;0;10994,5;EKIPMAN_YASLANMA;DIREK CURUMESI;186_CAGRI;0;0;0;DAGITIM_TRAFOSU;1
OMS-2025-003088;EVT-026552;MRS-F-058;MRS-F-058-D0244;TM-05;Tarsus;kirsal;PLANSIZ;2025-10-12 10:18:00;2025-10-12 15:36:36;318,6;53,8;838;0;4894,8;HAVA_KOSULLARI;firtina nedeniyle iletken kopmasi;186_CAGRI;0;0;0;DIREK;0
OMS-2025-011184;EVT-095404;MRS-F-116;MRS-F-116-D0037;TM-13;Gulnar;kirsal;PLANSIZ;2025-10-12 15:12:00;2025-10-12 19:20:06;248,1;35,2;360;0;1637,5;AGAC_TEMASI;agc. temasi;SCADA;0;0;0;DIREK;0
OMS-2025-000081;EVT-000625;MRS-F-002;MRS-F-002-T004;TM-01;Akdeniz;kentsel;PLANSIZ;2025-10-12 16:57:00;2025-10-12 18:31:00;94;47;1943;1;3348,4;DIGER;-;SCADA;0;0;0;DAGITIM_TRAFOSU;0
OMS-2025-000706;EVT-005928;MRS-F-016;MRS-F-016-D0006;TM-02;Toroslar;kentsel;PLANSIZ;2025-10-12 23:31:00;2025-10-13 00:50:30;79,5;10;3202;2;4666,9;IZOLATOR_ARIZASI;izolator kirik;SCADA;0;0;0;DIREK;0
OMS-2025-006158;EVT-052436;MRS-F-081;MRS-F-081-D0205;TM-08;Silifke;kirsal;PLANSIZ;2025-10-12 23:49:00;2025-10-13 05:11:06;322,1;141,6;2100;0;12400,8;HAYVAN;hayvan temasi;SCADA;0;0;0;DIREK;0
OMS-2025-001924;EVT-016109;MRS-F-042;MRS-F-042-T039;TM-04;Mezitli;kentsel;PLANSIZ;2025-10-13 10:36:00;2025-10-13 11:52:36;76,6;22,7;4285;1;6017,6;ASIRI_YUKLENME;trafo asiri yuklenme;186_CAGRI;0;0;0;DAGITIM_TRAFOSU;0
OMS-2025-006159;EVT-052437;MRS-F-081;MRS-F-081-D0319;TM-08;Silifke;kirsal;PLANSIZ;2025-10-13 10:44:00;2025-10-13 20:56:24;612,4;125,2;658;0;7387,6;HAYVAN;kus;SAHA_EKIBI;0;0;0;DIREK;0
OMS-2025-003089;EVT-026553;MRS-F-058;MRS-F-058-D0204;TM-05;Tarsus;kirsal;PLANSIZ;2025-10-13 13:49:00;2025-10-13 16:16:36;147,6;65,3;146;0;395,1;HAYVAN;kus temasi;186_CAGRI;0;0;0;DIREK;0
OMS-2025-000900;EVT-007422;MRS-F-021;MRS-F-021-T028;TM-02;Toroslar;kentsel;PLANSIZ;2025-10-13 14:01:00;2025-10-13 16:31:00;150;49,7;7220;3;19855;KABLO_ARIZASI;kablo ariza;SCADA;0;0;0;DAGITIM_TRAFOSU;0
OMS-2025-003931;EVT-033450;MRS-F-065;MRS-F-065-D0110;TM-05;Tarsus;kirsal;PLANSIZ;2025-10-13 16:11:00;2025-10-13 19:31:24;200,4;76,2;481;0;1767,2;IZOLATOR_ARIZASI;zincir izolator degisimi;186_CAGRI;0;0;0;DIREK;0
OMS-2025-011185;EVT-095406;MRS-F-116;MRS-F-116-D0111;TM-13;Gulnar;kirsal;PLANSIZ;2025-10-13 19:25:00;2025-10-14 01:14:48;349,8;83,6;1342;1;8606,2;AGAC_TEMASI;Agac budandi hat temizlendi;186_CAGRI;0;0;0;DIREK;0
OMS-2025-011576;EVT-098697;MRS-F-119;MRS-F-119-D0076;TM-13;Gulnar;kirsal;PLANSIZ;2025-10-14 10:01:00;2025-10-14 13:37:24;216,4;72,3;658;0;2610,5;UCUNCU_SAHIS;insaat kaynakli;186_CAGRI;0;0;0;DIREK;0
OMS-2025-000475;EVT-004110;MRS-F-011;MRS-F-011-T034;TM-01;Akdeniz;kentsel;PLANSIZ;2025-10-14 12:01:00;2025-10-14 13:43:06;102,1;31,9;862;0;1613,5;EKIPMAN_YASLANMA;eskimis iletken degisti;SAHA_EKIBI;0;1;0;DAGITIM_TRAFOSU;1
OMS-2025-002615;EVT-022117;MRS-F-050;MRS-F-050-D0008;TM-04;Mezitli;kentsel;PLANSIZ;2025-10-15 06:21:00;2025-10-15 07:05:12;44,2;31;798;0;646,6;DIGER;-;186_CAGRI;0;0;0;DIREK;0
OMS-2025-004654;EVT-039982;MRS-F-069;MRS-F-069-D0107;TM-06;Camliyayla;kirsal;PLANSIZ;2025-10-15 10:41:00;2025-10-15 14:33:00;232;136;439;0;1867,2;AGAC_TEMASI;Agac budandi hat temizlendi;SCADA;0;0;0;DIREK;0
OMS-2025-010952;EVT-093461;MRS-F-115;MRS-F-115-T018;TM-13;Gulnar;kirsal;PLANSIZ;2025-10-15 11:48:00;2025-10-15 15:51:24;243,4;79,9;1503;1;6706,9;ASIRI_YUKLENME;ASIRI YUK;186_CAGRI;0;0;0;DAGITIM_TRAFOSU;0
OMS-2025-002767;EVT-023589;MRS-F-053;MRS-F-053-D0057;TM-05;Tarsus;kirsal;PLANSIZ;2025-10-15 15:52:00;2025-10-15 17:23:24;91,4;39,6;2506;1;4199,2;AGAC_TEMASI;dal temas?;SCADA;0;0;0;DIREK;0
OMS-2025-000656;EVT-005527;MRS-F-015;MRS-F-015-T007;TM-02;Toroslar;kentsel;PLANSIZ;2025-10-15 19:22:00;2025-10-15 22:02:30;160,5;20,5;2653;0;7806,5;UCUNCU_SAHIS;3.sahis hasari;186_CAGRI;0;0;0;DAGITIM_TRAFOSU;0
OMS-2025-002460;EVT-020831;MRS-F-046;MRS-F-046-D0004;TM-04;Mezitli;kentsel;PLANSIZ;2025-10-15 21:11:00;2025-10-15 23:15:06;124,1;15,7;1397;1;3178,4;EKIPMAN_YASLANMA;DIREK CURUMESI;SCADA;0;0;0;DIREK;0
